epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230706_012009,0.7121608314579629,586.1295700073242,0.44143306636155605,0.44135901693242496,0.7114981562696039,204.0686583518982,0.4415106951871658,0.44146177976780976
